S No,ID,Part Number,Date,Available Quantity,Issue,Return,Order,Repair/Calibrate,Scrap,Unit Cost
81,1329,TLF-FT-044,26-01-2016,2,0,0,0,0,0,1200000
82,1329,TLF-FT-044,25-01-2016,2,0,0,0,0,0,1200000
83,1329,TLF-FT-044,24-01-2016,2,0,0,0,0,0,1200000
84,1329,TLF-FT-044,23-01-2016,2,0,0,0,0,0,1200000
85,1329,TLF-FT-044,22-01-2016,2,0,0,0,0,0,1200000
86,1329,TLF-FT-044,21-01-2016,2,0,0,0,0,0,1200000
87,1329,TLF-FT-044,20-01-2016,2,0,0,0,0,0,1200000
88,1329,TLF-FT-044,19-01-2016,2,0,0,0,0,0,1200000
89,1329,TLF-FT-044,18-01-2016,2,0,0,0,0,0,1200000
90,1329,TLF-FT-044,17-01-2016,2,0,0,0,0,0,1200000
91,1329,TLF-FT-044,16-01-2016,2,0,0,0,0,0,1200000
92,1329,TLF-FT-044,15-01-2016,2,0,0,0,0,0,1200000
93,1329,TLF-FT-044,14-01-2016,2,0,0,0,0,0,1200000
94,1329,TLF-FT-044,13-01-2016,2,0,0,0,0,0,1200000
95,1329,TLF-FT-044,12-01-2016,2,0,0,0,0,0,1200000
96,1329,TLF-FT-044,11-01-2016,2,3,0,0,0,0,1200000
97,1329,TLF-FT-044,10-01-2016,5,0,0,0,0,0,1200000
98,1329,TLF-FT-044,09-01-2016,5,0,0,0,0,0,1200000
99,1329,TLF-FT-044,08-01-2016,5,0,0,0,0,0,1200000
100,1329,TLF-FT-044,07-01-2016,5,3,3,0,0,0,1200000
101,1329,TLF-FT-044,06-01-2016,5,0,0,0,0,0,1200000
102,1329,TLF-FT-044,05-01-2016,5,0,0,0,0,0,1200000
103,1329,TLF-FT-044,04-01-2016,5,0,0,0,0,0,1200000
104,1329,TLF-FT-044,03-01-2016,5,0,0,0,0,0,1200000
105,1329,TLF-FT-044,02-01-2016,5,0,0,0,0,0,1200000
106,1329,TLF-FT-044,01-01-2016,5,0,0,0,0,0,1200000
107,1329,TLF-FT-044,31-12-2015,5,0,0,0,0,0,1200000
108,1329,TLF-FT-044,30-12-2015,5,0,0,0,0,0,1200000
109,1329,TLF-FT-044,29-12-2015,5,0,0,0,0,0,1200000
110,1329,TLF-FT-044,28-12-2015,5,0,0,0,0,0,1200000
111,1329,TLF-FT-044,27-12-2015,5,0,0,0,0,0,1200000
112,1329,TLF-FT-044,26-12-2015,5,0,0,0,0,0,1200000
113,1329,TLF-FT-044,25-12-2015,5,0,0,0,0,0,1200000
114,1329,TLF-FT-044,24-12-2015,5,0,0,0,0,0,1200000
115,1329,TLF-FT-044,23-12-2015,5,0,0,0,0,0,1200000
116,1329,TLF-FT-044,22-12-2015,5,0,0,0,0,0,1200000
117,1329,TLF-FT-044,21-12-2015,5,0,0,0,0,0,1200000
118,1329,TLF-FT-044,20-12-2015,5,0,0,0,0,0,1200000
119,1329,TLF-FT-044,19-12-2015,5,0,0,0,0,0,1200000
120,1329,TLF-FT-044,18-12-2015,5,0,0,0,0,0,1200000
121,1329,TLF-FT-044,17-12-2015,5,0,0,0,0,0,1200000
122,1329,TLF-FT-044,16-12-2015,5,0,0,0,0,0,1200000
123,1329,TLF-FT-044,15-12-2015,5,0,0,0,0,0,1200000
124,3128,HVT-GN-3128,15-04-2016,1,0,0,0,0,0,2000000
125,3128,HVT-GN-3128,14-04-2016,1,0,0,0,0,0,2000000
126,3128,HVT-GN-3128,13-04-2016,1,0,0,0,0,0,2000000
127,3128,HVT-GN-3128,12-04-2016,1,0,0,0,0,0,2000000
128,3128,HVT-GN-3128,11-04-2016,1,0,0,0,0,0,2000000
129,3128,HVT-GN-3128,10-04-2016,1,0,0,0,0,0,2000000
130,3128,HVT-GN-3128,09-04-2016,1,0,0,0,0,0,2000000
131,3128,HVT-GN-3128,08-04-2016,1,0,0,0,0,0,2000000
132,3128,HVT-GN-3128,07-04-2016,1,0,0,0,0,0,2000000
133,3128,HVT-GN-3128,06-04-2016,1,0,0,0,0,0,2000000
134,3128,HVT-GN-3128,05-04-2016,1,0,0,0,0,0,2000000
135,3128,HVT-GN-3128,04-04-2016,1,0,0,0,0,0,2000000
136,3128,HVT-GN-3128,03-04-2016,1,0,0,0,0,0,2000000
137,3128,HVT-GN-3128,02-04-2016,1,0,0,0,0,0,2000000
138,3128,HVT-GN-3128,01-04-2016,1,0,0,0,0,0,2000000
139,3128,HVT-GN-3128,31-03-2016,1,0,0,0,0,0,2000000
140,3128,HVT-GN-3128,30-03-2016,1,0,0,0,0,0,2000000
141,3128,HVT-GN-3128,29-03-2016,1,0,0,0,0,0,2000000
142,3128,HVT-GN-3128,28-03-2016,1,0,0,0,0,0,2000000
143,3128,HVT-GN-3128,27-03-2016,1,0,0,0,0,0,2000000
144,3128,HVT-GN-3128,26-03-2016,1,0,0,0,0,0,2000000
145,3128,HVT-GN-3128,25-03-2016,1,0,0,0,0,0,2000000
146,3128,HVT-GN-3128,24-03-2016,1,0,0,0,0,0,2000000
147,3128,HVT-GN-3128,23-03-2016,1,0,0,0,0,0,2000000
148,3128,HVT-GN-3128,22-03-2016,1,0,0,0,0,0,2000000
149,3128,HVT-GN-3128,21-03-2016,1,0,0,0,0,0,2000000
150,3128,HVT-GN-3128,20-03-2016,1,0,0,0,0,0,2000000
151,3128,HVT-GN-3128,19-03-2016,1,0,0,0,0,0,2000000
152,3128,HVT-GN-3128,18-03-2016,1,0,0,0,0,0,2000000
153,3128,HVT-GN-3128,17-03-2016,1,0,0,0,0,0,2000000
154,3128,HVT-GN-3128,16-03-2016,1,0,0,0,0,0,2000000
155,3128,HVT-GN-3128,15-03-2016,1,0,0,0,0,0,2000000
156,3128,HVT-GN-3128,14-03-2016,1,0,0,0,0,0,2000000
157,3128,HVT-GN-3128,13-03-2016,1,0,0,0,0,0,2000000
158,3128,HVT-GN-3128,12-03-2016,1,0,0,0,0,0,2000000
159,3128,HVT-GN-3128,11-03-2016,1,0,0,0,0,0,2000000
160,3128,HVT-GN-3128,10-03-2016,1,0,1,0,0,0,2000000
161,3128,HVT-GN-3128,09-03-2016,0,0,0,0,0,0,2000000
162,3128,HVT-GN-3128,08-03-2016,0,0,0,0,0,0,2000000
163,3128,HVT-GN-3128,07-03-2016,0,0,0,0,0,0,2000000
164,3128,HVT-GN-3128,06-03-2016,0,0,0,0,0,0,2000000
165,3128,HVT-GN-3128,05-03-2016,0,0,0,0,0,0,2000000
166,3128,HVT-GN-3128,04-03-2016,0,0,0,0,0,0,2000000
167,3128,HVT-GN-3128,03-03-2016,0,0,0,0,0,0,2000000
168,3128,HVT-GN-3128,02-03-2016,0,0,0,0,0,0,2000000
169,3128,HVT-GN-3128,01-03-2016,0,0,0,0,0,0,2000000
170,3128,HVT-GN-3128,29-02-2016,0,0,0,0,0,0,2000000
171,3128,HVT-GN-3128,28-02-2016,0,0,0,0,0,0,2000000
172,3128,HVT-GN-3128,27-02-2016,0,0,0,0,0,0,2000000
173,3128,HVT-GN-3128,26-02-2016,0,0,0,0,0,0,2000000
174,3128,HVT-GN-3128,25-02-2016,0,0,0,0,0,0,2000000
175,3128,HVT-GN-3128,24-02-2016,0,0,0,0,0,0,2000000
176,3128,HVT-GN-3128,23-02-2016,0,0,0,0,0,0,2000000
177,3128,HVT-GN-3128,22-02-2016,0,0,0,0,0,0,2000000
178,3128,HVT-GN-3128,21-02-2016,0,0,0,0,0,0,2000000
179,3128,HVT-GN-3128,20-02-2016,0,0,0,0,0,0,2000000
180,3128,HVT-GN-3128,19-02-2016,0,0,0,0,0,0,2000000
181,3128,HVT-GN-3128,18-02-2016,0,0,0,0,0,0,2000000
182,3128,HVT-GN-3128,17-02-2016,0,0,0,0,0,0,2000000
183,3128,HVT-GN-3128,16-02-2016,0,0,0,0,0,0,2000000
184,3128,HVT-GN-3128,15-02-2016,0,0,0,0,0,0,2000000
185,3128,HVT-GN-3128,14-02-2016,0,0,0,0,0,0,2000000
186,3128,HVT-GN-3128,13-02-2016,0,0,0,0,0,0,2000000
187,3128,HVT-GN-3128,12-02-2016,0,0,0,0,0,0,2000000
188,3128,HVT-GN-3128,11-02-2016,0,0,0,0,0,0,2000000
189,3128,HVT-GN-3128,10-02-2016,0,0,0,0,0,0,2000000
190,3128,HVT-GN-3128,09-02-2016,0,0,0,0,0,0,2000000
191,3128,HVT-GN-3128,08-02-2016,0,0,0,0,0,0,2000000
192,3128,HVT-GN-3128,07-02-2016,0,0,0,0,0,0,2000000
193,3128,HVT-GN-3128,06-02-2016,0,0,0,0,0,0,2000000
194,3128,HVT-GN-3128,05-02-2016,0,0,0,0,0,0,2000000
195,3128,HVT-GN-3128,04-02-2016,0,0,0,0,0,0,2000000
196,3128,HVT-GN-3128,03-02-2016,0,0,0,0,0,0,2000000
197,3128,HVT-GN-3128,02-02-2016,0,0,0,0,0,0,2000000
198,3128,HVT-GN-3128,01-02-2016,0,0,0,0,0,0,2000000
199,3128,HVT-GN-3128,31-01-2016,0,0,0,0,0,0,2000000
200,3128,HVT-GN-3128,30-01-2016,0,0,0,0,0,0,2000000
201,3128,HVT-GN-3128,29-01-2016,0,0,0,0,0,0,2000000
202,3128,HVT-GN-3128,28-01-2016,0,0,0,0,0,0,2000000
203,3128,HVT-GN-3128,27-01-2016,0,0,0,0,0,0,2000000
204,3128,HVT-GN-3128,26-01-2016,0,0,0,0,0,0,2000000
205,3128,HVT-GN-3128,25-01-2016,0,0,0,0,0,0,2000000
206,3128,HVT-GN-3128,24-01-2016,0,0,0,0,0,0,2000000
207,3128,HVT-GN-3128,23-01-2016,0,0,0,0,0,0,2000000
208,3128,HVT-GN-3128,22-01-2016,0,0,0,0,0,0,2000000
209,3128,HVT-GN-3128,21-01-2016,0,0,0,0,0,0,2000000
210,3128,HVT-GN-3128,20-01-2016,0,0,0,0,0,0,2000000
211,3128,HVT-GN-3128,19-01-2016,0,0,0,0,0,0,2000000
212,3128,HVT-GN-3128,18-01-2016,0,0,0,0,0,0,2000000
213,3128,HVT-GN-3128,17-01-2016,0,0,0,0,0,0,2000000
214,3128,HVT-GN-3128,16-01-2016,0,0,0,0,0,0,2000000
215,3128,HVT-GN-3128,15-01-2016,0,0,0,0,0,0,2000000
216,3128,HVT-GN-3128,14-01-2016,0,0,0,0,0,0,2000000
217,3128,HVT-GN-3128,13-01-2016,0,0,0,0,0,0,2000000
218,3128,HVT-GN-3128,12-01-2016,0,0,0,0,0,0,2000000
219,3128,HVT-GN-3128,11-01-2016,0,0,0,0,0,0,2000000
220,3128,HVT-GN-3128,10-01-2016,0,0,0,0,0,0,2000000
221,3128,HVT-GN-3128,09-01-2016,0,0,0,0,0,0,2000000
222,3128,HVT-GN-3128,08-01-2016,0,0,0,0,0,0,2000000
223,3128,HVT-GN-3128,07-01-2016,0,0,0,0,0,0,2000000
224,3128,HVT-GN-3128,06-01-2016,0,0,0,0,0,0,2000000
225,3128,HVT-GN-3128,05-01-2016,0,0,0,0,0,0,2000000
226,3128,HVT-GN-3128,04-01-2016,0,0,0,0,0,0,2000000
227,3128,HVT-GN-3128,03-01-2016,0,0,0,0,0,0,2000000
228,3128,HVT-GN-3128,02-01-2016,0,0,0,0,0,0,2000000
229,3128,HVT-GN-3128,01-01-2016,0,0,0,0,0,0,2000000
230,3128,HVT-GN-3128,31-12-2015,0,1,0,0,0,0,2000000
231,3128,HVT-GN-3128,30-12-2015,1,0,0,0,0,0,2000000
232,3128,HVT-GN-3128,29-12-2015,1,0,0,0,0,0,2000000
233,3128,HVT-GN-3128,28-12-2015,1,0,1,0,0,0,2000000
234,3128,HVT-GN-3128,27-12-2015,0,0,0,0,0,0,2000000
235,3128,HVT-GN-3128,26-12-2015,0,0,0,0,0,0,2000000
236,3128,HVT-GN-3128,25-12-2015,0,0,0,0,0,0,2000000
237,3128,HVT-GN-3128,24-12-2015,0,0,0,0,0,0,2000000
238,3128,HVT-GN-3128,23-12-2015,0,0,0,0,0,0,2000000
239,3128,HVT-GN-3128,22-12-2015,0,0,0,0,0,0,2000000
240,3128,HVT-GN-3128,21-12-2015,0,0,0,0,0,0,2000000
241,3128,HVT-GN-3128,20-12-2015,0,0,0,0,0,0,2000000
242,3128,HVT-GN-3128,19-12-2015,0,0,0,0,0,0,2000000
243,3128,HVT-GN-3128,18-12-2015,0,0,0,0,0,0,2000000
244,3128,HVT-GN-3128,17-12-2015,0,0,0,0,0,0,2000000
245,3128,HVT-GN-3128,16-12-2015,0,0,0,0,0,0,2000000
246,3128,HVT-GN-3128,15-12-2015,0,0,0,0,0,0,2000000
247,1356,TLF-ND-078,15-04-2016,1,0,0,0,0,0,975000
248,1356,TLF-ND-078,14-04-2016,1,0,0,0,0,0,975000
249,1356,TLF-ND-078,13-04-2016,1,0,0,0,0,0,975000
250,1356,TLF-ND-078,12-04-2016,1,0,0,0,0,0,975000
251,1356,TLF-ND-078,11-04-2016,1,0,0,0,0,0,975000
252,1356,TLF-ND-078,10-04-2016,1,0,0,0,0,0,975000
253,1356,TLF-ND-078,09-04-2016,1,0,0,0,0,0,975000
254,1356,TLF-ND-078,08-04-2016,1,0,0,0,0,0,975000
255,1356,TLF-ND-078,07-04-2016,1,0,0,0,0,0,975000
256,1356,TLF-ND-078,06-04-2016,1,0,1,0,0,0,975000
257,1356,TLF-ND-078,05-04-2016,0,0,0,0,0,0,975000
258,1356,TLF-ND-078,04-04-2016,0,0,0,0,0,0,975000
259,1356,TLF-ND-078,03-04-2016,0,0,0,0,0,0,975000
260,1356,TLF-ND-078,02-04-2016,0,0,0,0,0,0,975000
261,1356,TLF-ND-078,01-04-2016,0,1,0,0,0,0,975000
262,1356,TLF-ND-078,31-03-2016,1,0,0,0,0,0,975000
263,1356,TLF-ND-078,30-03-2016,1,0,0,0,0,0,975000
264,1356,TLF-ND-078,29-03-2016,1,0,0,0,0,0,975000
265,1356,TLF-ND-078,28-03-2016,1,0,0,0,0,0,975000
266,1356,TLF-ND-078,27-03-2016,1,0,0,0,0,0,975000
267,1356,TLF-ND-078,26-03-2016,1,0,0,0,0,0,975000
268,1356,TLF-ND-078,25-03-2016,1,0,0,0,0,0,975000
269,1356,TLF-ND-078,24-03-2016,1,0,0,0,0,0,975000
270,1356,TLF-ND-078,23-03-2016,1,0,0,0,0,0,975000
271,1356,TLF-ND-078,22-03-2016,1,0,1,0,0,0,975000
272,1356,TLF-ND-078,21-03-2016,0,0,0,0,0,0,975000
273,1356,TLF-ND-078,20-03-2016,0,0,0,0,0,0,975000
274,1356,TLF-ND-078,19-03-2016,0,0,0,0,0,0,975000
275,1356,TLF-ND-078,18-03-2016,0,0,0,0,0,0,975000
276,1356,TLF-ND-078,17-03-2016,0,0,0,0,0,0,975000
277,1356,TLF-ND-078,16-03-2016,0,0,0,0,0,0,975000
278,1356,TLF-ND-078,15-03-2016,0,0,0,0,0,0,975000
279,1356,TLF-ND-078,14-03-2016,0,0,0,0,0,0,975000
280,1356,TLF-ND-078,13-03-2016,0,0,0,0,0,0,975000
281,1356,TLF-ND-078,12-03-2016,0,0,0,0,0,0,975000
282,1356,TLF-ND-078,11-03-2016,0,0,0,0,0,0,975000
283,1356,TLF-ND-078,10-03-2016,0,0,0,0,0,0,975000
284,1356,TLF-ND-078,09-03-2016,0,0,0,0,0,0,975000
285,1356,TLF-ND-078,08-03-2016,0,0,0,0,0,0,975000
286,1356,TLF-ND-078,07-03-2016,0,0,0,0,0,0,975000
287,1356,TLF-ND-078,06-03-2016,0,0,0,0,0,0,975000
288,1356,TLF-ND-078,05-03-2016,0,0,0,0,0,0,975000
289,1356,TLF-ND-078,04-03-2016,0,0,0,0,0,0,975000
290,1356,TLF-ND-078,03-03-2016,0,0,0,0,0,0,975000
291,1356,TLF-ND-078,02-03-2016,0,0,0,0,0,0,975000
292,1356,TLF-ND-078,01-03-2016,0,0,0,0,0,0,975000
293,1356,TLF-ND-078,29-02-2016,0,0,0,0,0,0,975000
294,1356,TLF-ND-078,28-02-2016,0,0,0,0,0,0,975000
295,1356,TLF-ND-078,27-02-2016,0,0,0,0,0,0,975000
296,1356,TLF-ND-078,26-02-2016,0,0,0,0,0,0,975000
297,1356,TLF-ND-078,25-02-2016,0,0,0,0,0,0,975000
298,1356,TLF-ND-078,24-02-2016,0,0,0,0,0,0,975000
299,1356,TLF-ND-078,23-02-2016,0,0,0,0,0,0,975000
300,1356,TLF-ND-078,22-02-2016,0,0,0,0,0,0,975000
301,1356,TLF-ND-078,21-02-2016,0,0,0,0,0,0,975000
302,1356,TLF-ND-078,20-02-2016,0,0,0,0,0,0,975000
303,1356,TLF-ND-078,19-02-2016,0,0,0,0,0,0,975000
304,1356,TLF-ND-078,18-02-2016,0,0,0,0,0,0,975000
305,1356,TLF-ND-078,17-02-2016,0,0,0,0,0,0,975000
306,1356,TLF-ND-078,16-02-2016,0,0,0,0,0,0,975000
307,1356,TLF-ND-078,15-02-2016,0,0,0,0,0,0,975000
308,1356,TLF-ND-078,14-02-2016,0,0,0,0,0,0,975000
309,1356,TLF-ND-078,13-02-2016,0,0,0,0,0,0,975000
310,1356,TLF-ND-078,12-02-2016,0,0,0,0,0,0,975000
311,1356,TLF-ND-078,11-02-2016,0,0,0,0,0,0,975000
312,1356,TLF-ND-078,10-02-2016,0,0,0,0,0,0,975000
313,1356,TLF-ND-078,09-02-2016,0,0,0,0,0,0,975000
314,1356,TLF-ND-078,08-02-2016,0,0,0,0,0,0,975000
315,1356,TLF-ND-078,07-02-2016,0,0,0,0,0,0,975000
316,1356,TLF-ND-078,06-02-2016,0,0,0,0,0,0,975000
317,1356,TLF-ND-078,05-02-2016,0,0,0,0,0,0,975000
318,1356,TLF-ND-078,04-02-2016,0,1,0,0,0,0,975000
319,1356,TLF-ND-078,03-02-2016,1,0,0,0,0,0,975000
320,1356,TLF-ND-078,02-02-2016,1,0,0,0,0,0,975000
321,1356,TLF-ND-078,01-02-2016,1,0,0,0,0,0,975000
322,1356,TLF-ND-078,31-01-2016,1,0,0,0,0,0,975000
323,1356,TLF-ND-078,30-01-2016,1,0,0,0,0,0,975000
324,1356,TLF-ND-078,29-01-2016,1,0,0,0,0,0,975000
325,1356,TLF-ND-078,28-01-2016,1,0,0,0,0,0,975000
326,1356,TLF-ND-078,27-01-2016,1,0,0,0,0,0,975000
327,1356,TLF-ND-078,26-01-2016,1,0,0,0,0,0,975000
328,1356,TLF-ND-078,25-01-2016,1,0,0,0,0,0,975000
329,1356,TLF-ND-078,24-01-2016,1,0,0,0,0,0,975000
330,1356,TLF-ND-078,23-01-2016,1,0,0,0,0,0,975000
331,1356,TLF-ND-078,22-01-2016,1,0,0,0,0,0,975000
332,1356,TLF-ND-078,21-01-2016,1,0,0,0,0,0,975000
333,1356,TLF-ND-078,20-01-2016,1,0,0,0,0,0,975000
334,1356,TLF-ND-078,19-01-2016,1,0,0,0,0,0,975000
335,1356,TLF-ND-078,18-01-2016,1,0,0,0,0,0,975000
336,1356,TLF-ND-078,17-01-2016,1,0,0,0,0,0,975000
337,1356,TLF-ND-078,16-01-2016,1,0,0,0,0,0,975000
338,1356,TLF-ND-078,15-01-2016,1,0,0,0,0,0,975000
339,1356,TLF-ND-078,14-01-2016,1,0,0,0,0,0,975000
340,1356,TLF-ND-078,13-01-2016,1,0,0,0,0,0,975000
341,1356,TLF-ND-078,12-01-2016,1,0,0,0,0,0,975000
342,1356,TLF-ND-078,11-01-2016,1,0,0,0,0,0,975000
343,1356,TLF-ND-078,10-01-2016,1,0,0,0,0,0,975000
344,1356,TLF-ND-078,09-01-2016,1,0,0,0,0,0,975000
345,1356,TLF-ND-078,08-01-2016,1,0,0,0,0,0,975000
346,1356,TLF-ND-078,07-01-2016,1,0,0,0,0,0,975000
347,1356,TLF-ND-078,06-01-2016,1,0,0,0,0,0,975000
348,1356,TLF-ND-078,05-01-2016,1,0,0,0,0,0,975000
349,1356,TLF-ND-078,04-01-2016,1,0,0,0,0,0,975000
350,1356,TLF-ND-078,03-01-2016,1,0,0,0,0,0,975000
351,1356,TLF-ND-078,02-01-2016,1,0,0,0,0,0,975000
352,1356,TLF-ND-078,01-01-2016,1,0,0,0,0,0,975000
353,1356,TLF-ND-078,31-12-2015,1,0,0,0,0,0,975000
354,1356,TLF-ND-078,30-12-2015,1,0,0,0,0,0,975000
355,1356,TLF-ND-078,29-12-2015,1,0,0,0,0,0,975000
356,1356,TLF-ND-078,28-12-2015,1,0,0,0,0,0,975000
357,1356,TLF-ND-078,27-12-2015,1,0,0,0,0,0,975000
358,1356,TLF-ND-078,26-12-2015,1,0,0,0,0,0,975000
359,1356,TLF-ND-078,25-12-2015,1,0,0,0,0,0,975000
360,1356,TLF-ND-078,24-12-2015,1,0,0,0,0,0,975000
361,1356,TLF-ND-078,23-12-2015,1,0,0,0,0,0,975000
362,1356,TLF-ND-078,22-12-2015,1,0,0,0,0,0,975000
363,1356,TLF-ND-078,21-12-2015,1,0,0,0,0,0,975000
364,1356,TLF-ND-078,20-12-2015,1,0,0,0,0,0,975000
365,1356,TLF-ND-078,19-12-2015,1,0,0,0,0,0,975000
366,1356,TLF-ND-078,18-12-2015,1,0,0,0,0,0,975000
367,1356,TLF-ND-078,17-12-2015,1,0,0,0,0,0,975000
368,1356,TLF-ND-078,16-12-2015,1,0,0,0,0,0,975000
369,1356,TLF-ND-078,15-12-2015,1,0,0,0,0,0,975000
370,1324,TLF-ND-039,15-04-2016,0,0,0,0,0,0,800000
371,1324,TLF-ND-039,14-04-2016,0,0,0,0,0,0,800000
372,1324,TLF-ND-039,13-04-2016,0,0,0,0,0,0,800000
373,1324,TLF-ND-039,12-04-2016,0,0,0,0,0,0,800000
374,1324,TLF-ND-039,11-04-2016,0,0,0,0,0,0,800000
375,1324,TLF-ND-039,10-04-2016,0,0,0,0,0,0,800000
376,1324,TLF-ND-039,09-04-2016,0,0,0,0,0,0,800000
377,1324,TLF-ND-039,08-04-2016,0,0,0,0,0,0,800000
